age,workclass,education_level,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native_country,income
3,0,0,9,2,5,3,0,1,0,0,36,0,<=50K
24,0,2,13,0,2,4,0,1,7688,0,45,0,>50K
62,0,2,13,0,6,0,0,0,0,0,4,0,<=50K
41,1,0,9,2,7,1,0,0,0,159,4,0,<=50K
49,1,8,15,0,0,0,0,0,0,0,85,0,>50K
36,1,0,9,0,7,0,0,0,0,0,5,0,<=50K
47,2,15,14,2,0,3,0,1,5455,0,45,0,<=50K
49,3,15,14,2,0,1,0,1,0,0,4,0,<=50K
52,0,1,1,1,2,1,0,0,0,0,4,0,<=50K
52,0,5,12,0,10,0,0,0,0,0,4,0,>50K
26,0,0,9,1,3,1,0,0,0,0,53,0,<=50K
51,3,0,9,1,7,1,0,0,0,0,4,0,<=50K
18,0,6,6,1,5,2,0,0,0,0,2,0,<=50K
3,0,0,9,1,8,5,0,0,0,0,4,0,<=50K
46,0,0,9,2,6,1,0,0,0,0,2,0,<=50K
28,0,0,9,1,8,2,1,1,0,0,4,0,<=50K
48,4,2,13,0,2,0,0,0,7298,0,5,0,>50K
62,0,1,1,0,3,4,0,1,0,0,38,0,>50K
49,0,2,13,0,4,0,0,0,464,0,44,0,<=50K
69,0,0,9,4,3,1,0,1,0,0,24,0,<=50K
35,0,2,13,1,2,1,0,0,8614,0,45,0,>50K
78,0,15,14,4,1,3,2,0,0,0,4,12,<=50K
61,0,1,1,0,2,0,0,0,0,0,45,0,>50K
24,0,2,13,1,0,1,0,1,0,0,4,0,<=50K
29,0,1,1,1,3,2,0,1,0,0,4,0,<=50K
17,0,6,6,1,9,2,0,0,0,0,4,0,<=50K
27,0,0,9,0,8,0,1,0,0,0,8,0,>50K
64,0,0,9,0,7,0,0,0,0,0,4,0,<=50K
33,1,0,9,1,2,1,0,0,0,0,55,30,<=50K
32,0,11,8,0,1,5,0,0,0,0,4,1,<=50K
19,0,1,1,1,5,2,0,1,0,0,2,0,<=50K
42,3,4,7,0,9,0,0,0,0,0,4,0,<=50K
24,0,2,13,1,4,2,0,1,0,0,15,0,<=50K
23,0,0,9,1,2,1,1,0,0,0,45,0,<=50K
51,2,8,15,1,0,1,0,0,3325,0,4,0,<=50K
31,0,2,13,1,10,1,0,0,3325,0,6,0,<=50K
44,0,8,15,0,0,0,0,0,0,0,29,0,>50K
38,0,15,14,1,2,1,0,1,152,0,5,0,>50K
44,2,5,12,2,11,1,0,1,0,0,56,0,>50K
44,1,12,3,0,9,0,0,0,0,0,4,1,<=50K
38,0,0,9,0,1,0,0,0,0,0,44,0,<=50K
36,0,9,5,2,3,3,0,1,0,0,4,0,<=50K
29,0,13,2,1,5,1,0,0,0,0,2,7,<=50K
46,0,5,12,2,4,1,0,1,0,0,25,3,<=50K
47,0,0,9,0,3,0,0,0,0,0,4,0,<=50K
3,0,0,9,0,7,0,0,0,99999,0,4,0,>50K
37,2,0,9,0,11,0,0,0,7688,0,35,0,>50K
27,0,2,13,1,2,1,0,0,0,0,45,0,<=50K
43,0,0,9,2,6,3,0,1,0,0,5,0,<=50K
44,1,8,15,0,0,0,0,0,0,0,4,0,>50K
31,0,1,1,1,2,3,0,0,0,0,6,0,<=50K
34,0,2,13,0,2,0,0,0,0,1977,45,0,>50K
39,0,2,13,1,4,2,0,0,0,192,4,3,<=50K
36,0,1,1,2,1,3,0,1,0,0,4,0,<=50K
57,0,2,13,0,0,0,0,0,313,0,4,0,>50K
78,0,7,4,1,6,1,0,1,0,0,35,15,<=50K
24,0,1,1,0,1,0,0,0,0,0,4,0,<=50K
39,0,1,1,1,3,1,0,1,0,0,4,0,<=50K
21,0,5,12,1,4,2,0,0,0,0,4,0,<=50K
34,0,0,9,3,3,1,0,0,0,0,4,0,>50K
22,0,1,1,1,4,3,0,1,0,0,32,0,<=50K
36,0,1,1,2,3,3,0,1,0,0,4,0,<=50K
61,0,1,1,0,4,0,0,0,0,0,4,0,>50K
42,0,1,1,3,5,3,1,1,0,0,21,21,<=50K
49,5,3,11,0,1,0,2,0,0,0,4,0,>50K
58,0,3,11,0,1,0,0,0,0,0,4,0,<=50K
37,2,1,1,0,11,0,0,0,0,0,6,0,<=50K
39,0,0,9,1,10,1,0,0,465,0,44,0,<=50K
25,0,1,1,3,3,5,1,1,0,0,4,10,<=50K
3,0,2,13,0,3,0,0,0,0,0,4,0,<=50K
36,1,0,9,0,1,0,0,0,2885,0,4,0,<=50K
23,0,0,9,1,1,1,0,0,0,0,65,0,<=50K
51,0,1,1,0,3,4,1,1,0,0,35,10,<=50K
55,0,0,9,0,7,0,0,0,0,0,6,0,<=50K
35,0,2,13,1,4,1,0,0,0,0,5,0,<=50K
45,3,15,14,0,3,0,0,0,0,0,4,9,<=50K
36,0,2,13,0,0,0,0,0,0,0,48,0,>50K
32,2,0,9,0,1,0,0,0,0,0,4,0,<=50K
39,0,0,9,0,2,0,0,0,0,0,55,0,<=50K
47,4,1,1,0,1,0,0,0,0,0,4,0,<=50K
49,0,1,1,0,2,0,0,0,0,0,45,0,>50K
44,0,1,1,3,6,1,1,0,0,0,4,0,<=50K
36,0,1,1,0,2,0,0,0,0,0,5,0,>50K
4,0,1,1,2,1,3,1,1,0,0,3,0,<=50K
17,0,6,6,1,5,2,0,1,0,0,6,0,<=50K
18,0,0,9,1,4,2,0,1,0,0,38,0,<=50K
3,4,1,1,0,2,4,0,1,0,0,25,0,<=50K
66,0,0,9,4,12,1,0,1,0,0,5,6,<=50K
59,0,2,13,1,1,1,0,0,0,0,5,0,<=50K
3,2,0,9,0,3,0,1,0,0,0,4,0,<=50K
5,0,0,9,0,9,0,0,0,0,0,5,0,<=50K
24,0,0,9,1,5,2,0,1,0,0,25,0,<=50K
28,0,8,15,0,0,0,2,0,0,0,99,2,<=50K
44,2,15,14,0,0,4,0,1,0,0,4,0,>50K
25,0,3,11,1,0,1,0,0,0,0,4,0,<=50K
45,0,15,14,0,2,0,0,0,0,0,5,0,>50K
2,0,0,9,1,7,1,0,0,0,0,4,0,<=50K
67,0,3,11,2,0,3,0,1,0,0,4,0,<=50K
4,1,8,15,0,0,0,0,0,0,0,45,0,>50K
52,5,0,9,0,3,0,0,0,0,0,4,0,<=50K
34,0,10,16,1,0,1,0,0,0,0,5,0,>50K
37,2,5,12,0,0,0,0,0,0,0,45,5,>50K
17,4,6,6,1,5,2,0,0,0,0,4,0,<=50K
25,0,3,11,0,4,4,0,1,0,0,42,0,>50K
35,2,2,13,2,0,1,0,0,0,0,4,4,<=50K
63,0,15,14,2,2,1,0,1,0,0,4,0,>50K
38,2,1,1,1,3,2,3,1,0,0,4,0,<=50K
33,0,2,13,0,3,0,0,0,0,0,6,20,>50K
51,2,15,14,0,0,4,0,1,0,0,4,0,>50K
64,3,10,16,0,0,0,0,0,0,0,5,19,>50K
5,4,1,1,2,11,1,0,0,0,0,4,0,<=50K
18,0,6,6,1,7,1,0,0,0,0,56,0,<=50K
67,0,15,14,1,0,1,0,0,0,0,99,0,<=50K
46,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
6,1,2,13,0,9,0,0,0,0,0,5,0,<=50K
29,0,0,9,1,6,1,0,1,0,0,4,0,<=50K
3,0,1,1,1,5,2,1,1,0,0,4,0,<=50K
56,3,10,16,0,0,1,2,0,2885,0,4,11,<=50K
29,0,0,9,0,8,4,0,1,0,0,4,1,>50K
37,0,2,13,1,3,3,1,1,0,0,27,0,<=50K
55,0,13,2,2,12,3,0,1,0,0,3,8,<=50K
24,0,0,9,1,3,1,0,1,0,0,3,0,<=50K
21,0,0,9,1,1,1,0,0,0,0,35,1,<=50K
46,4,2,13,0,4,0,0,0,0,0,7,0,>50K
25,0,11,8,0,6,5,4,0,0,0,4,1,<=50K
4,0,0,9,1,1,2,0,0,0,0,28,0,<=50K
23,0,1,1,3,4,2,0,1,0,0,4,0,<=50K
43,1,1,1,1,7,1,1,0,0,0,3,0,<=50K
29,1,1,1,0,1,0,3,0,0,1485,6,0,>50K
59,0,6,6,4,5,5,2,1,0,0,4,2,<=50K
28,0,0,9,1,2,2,0,0,0,0,32,0,<=50K
17,0,4,7,1,3,2,0,1,0,0,15,0,<=50K
53,0,0,9,0,6,0,0,0,0,0,4,0,>50K
22,0,12,3,1,12,5,0,1,0,0,4,7,<=50K
63,0,0,9,5,1,1,0,0,0,0,4,0,<=50K
32,0,15,14,0,4,4,0,1,0,0,45,0,>50K
4,2,0,9,1,3,3,1,1,0,0,35,0,<=50K
61,1,8,15,0,0,0,0,0,0,0,5,6,>50K
35,0,0,9,1,1,1,0,0,0,148,4,0,<=50K
43,1,2,13,0,2,0,2,0,0,0,5,2,<=50K
48,1,1,1,2,1,1,0,0,0,0,4,0,<=50K
56,3,2,13,4,0,1,0,1,0,0,4,0,<=50K
51,5,0,9,0,3,0,0,0,0,0,4,0,<=50K
34,0,1,1,1,1,1,0,0,0,0,4,0,<=50K
44,0,1,1,0,4,0,2,0,0,192,4,0,>50K
37,0,1,1,0,4,0,0,0,0,0,44,0,>50K
36,0,2,13,0,2,0,0,0,0,1977,4,0,>50K
34,0,1,1,3,6,1,4,0,0,0,4,0,<=50K
23,0,1,1,1,4,2,0,1,0,0,25,0,<=50K
63,5,15,14,2,0,1,0,0,0,0,4,0,>50K
47,2,15,14,0,2,0,0,0,0,1977,41,0,>50K
55,4,0,9,2,4,3,0,1,0,0,5,0,>50K
31,2,2,13,1,11,2,1,0,0,0,48,0,<=50K
27,0,1,1,2,5,1,0,0,0,0,4,0,<=50K
58,0,2,13,2,3,1,0,1,1484,0,4,0,>50K
28,2,1,1,0,11,0,0,0,0,0,48,0,<=50K
52,0,7,4,2,6,1,0,1,0,0,64,0,<=50K
31,5,0,9,0,3,0,1,0,0,0,5,0,<=50K
53,0,1,1,2,3,3,0,1,0,0,38,0,<=50K
43,0,1,1,2,10,1,0,1,0,0,5,0,<=50K
43,2,0,9,5,9,3,1,0,0,0,4,0,<=50K
5,4,15,14,2,2,1,0,0,0,0,8,0,>50K
37,0,4,7,0,5,0,0,0,0,0,4,0,<=50K
26,0,0,9,2,6,1,0,0,0,0,4,0,<=50K
22,0,4,7,1,4,1,0,1,0,0,4,0,<=50K
22,0,1,1,0,4,0,0,0,0,0,55,0,<=50K
59,0,1,1,0,1,0,0,0,1524,0,5,0,>50K
3,0,1,1,0,6,0,0,0,0,0,4,0,<=50K
24,0,0,9,3,5,1,0,1,0,0,55,0,<=50K
3,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
5,2,2,13,2,11,1,0,0,0,0,4,0,>50K
38,0,11,8,0,5,0,0,0,3942,0,4,0,<=50K
29,0,0,9,0,3,0,0,0,0,0,4,0,<=50K
76,0,0,9,0,4,0,0,0,1424,0,24,0,<=50K
21,0,3,11,1,1,3,0,0,0,0,4,0,<=50K
65,0,1,1,4,5,3,0,1,0,0,24,0,<=50K
43,0,0,9,0,2,0,0,0,0,0,45,0,>50K
29,0,2,13,0,0,4,0,1,0,0,24,0,<=50K
32,0,2,13,1,4,1,0,0,0,0,45,0,<=50K
37,0,5,12,0,2,0,0,0,0,0,65,0,>50K
64,0,0,9,0,2,0,0,0,0,0,16,0,<=50K
49,0,1,1,0,1,0,0,0,0,0,4,0,>50K
44,0,2,13,0,2,0,0,0,0,0,4,0,>50K
34,0,2,13,0,2,0,0,0,7688,0,4,0,>50K
35,0,1,1,0,2,0,0,0,0,0,36,0,<=50K
53,0,1,1,2,3,1,0,1,0,0,43,0,<=50K
24,0,3,11,1,4,3,2,0,0,0,5,12,<=50K
31,0,1,1,2,3,3,0,1,0,0,4,0,<=50K
25,0,1,1,0,7,0,0,0,0,0,38,0,<=50K
36,0,0,9,0,6,0,0,0,0,0,45,0,<=50K
29,0,1,1,1,4,1,0,0,0,0,6,0,<=50K
37,0,0,9,0,7,0,0,0,0,0,5,0,>50K
42,1,10,16,1,0,1,0,1,0,0,45,0,<=50K
3,0,0,9,2,1,1,0,1,0,0,4,0,<=50K
32,4,1,1,1,2,1,0,0,0,0,7,8,<=50K
47,1,2,13,1,2,1,1,0,152,0,45,0,>50K
44,0,0,9,2,1,1,0,0,0,0,4,0,>50K
19,0,0,9,1,4,2,0,0,0,0,4,0,<=50K
22,0,0,9,0,2,0,0,0,0,0,48,0,<=50K
51,0,9,5,0,1,0,0,0,0,0,5,0,>50K
69,0,0,9,0,1,0,0,0,0,0,16,0,<=50K
33,1,0,9,1,0,1,0,0,0,0,4,0,<=50K
22,2,1,1,1,3,1,0,1,0,0,55,0,<=50K
33,0,2,13,1,10,1,0,1,0,0,45,0,>50K
2,5,1,1,1,3,5,0,1,0,0,4,0,<=50K
28,1,1,1,0,1,0,0,0,0,0,4,0,<=50K
25,0,0,9,1,8,1,0,1,0,0,4,0,<=50K
27,0,0,9,1,5,1,0,0,0,0,48,0,<=50K
22,0,0,9,1,7,2,0,0,0,0,4,0,<=50K
67,1,0,9,0,9,0,0,0,0,0,35,0,<=50K
31,4,0,9,0,2,0,0,0,0,0,4,0,<=50K
43,5,8,15,0,0,0,2,0,0,0,5,9,>50K
33,0,2,13,1,0,1,0,1,0,0,4,0,<=50K
37,1,0,9,0,0,4,0,1,0,0,35,0,>50K
27,0,0,9,0,7,0,1,0,0,0,6,0,<=50K
36,0,1,1,1,7,1,0,0,0,0,4,0,<=50K
33,0,5,12,2,4,1,0,1,0,0,45,0,<=50K
63,0,2,13,0,4,0,0,0,1524,0,4,20,>50K
48,0,2,13,2,5,3,0,1,0,0,56,0,>50K
25,0,0,9,1,8,5,0,0,0,0,45,0,<=50K
41,1,0,9,0,5,0,0,0,0,0,1,0,<=50K
26,0,0,9,1,5,1,0,0,0,0,4,0,<=50K
23,0,1,1,1,3,2,1,1,0,0,4,0,<=50K
33,3,0,9,1,5,3,1,1,1831,0,4,0,<=50K
3,3,15,14,0,0,0,2,0,0,0,17,22,<=50K
67,1,0,9,4,5,1,0,1,0,0,2,0,<=50K
32,0,0,9,0,4,0,0,0,0,0,55,0,>50K
48,1,0,9,2,1,1,0,0,0,0,6,0,>50K
51,0,0,9,4,5,1,0,1,0,0,24,0,<=50K
39,0,15,14,1,4,1,2,0,0,0,4,11,<=50K
4,4,2,13,0,0,0,0,0,0,0,6,0,<=50K
4,0,0,9,0,7,0,1,0,0,0,4,0,>50K
19,0,0,9,1,6,5,0,0,0,0,4,1,<=50K
28,0,0,9,2,8,3,0,1,0,0,36,0,<=50K
47,0,2,13,0,0,0,0,0,0,0,6,0,>50K
2,0,1,1,1,0,1,0,1,0,0,2,0,<=50K
41,0,0,9,4,2,5,0,0,914,0,4,0,<=50K
29,0,1,1,0,5,4,3,1,0,0,4,0,<=50K
4,0,2,13,0,2,0,0,0,0,0,5,0,>50K
61,0,0,9,4,2,1,0,1,0,0,4,0,<=50K
25,0,4,7,1,1,1,0,0,0,0,4,1,<=50K
26,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
43,0,2,13,1,3,1,0,1,0,0,4,0,<=50K
17,0,7,4,1,1,1,0,0,0,0,45,0,<=50K
43,2,15,14,2,0,3,1,1,9562,0,4,0,>50K
73,0,0,9,0,6,0,0,0,3471,0,4,6,<=50K
46,2,1,1,2,6,2,0,1,0,0,4,0,<=50K
19,0,1,1,1,5,2,0,0,0,0,2,0,<=50K
37,0,0,9,2,6,1,0,0,0,0,4,0,<=50K
26,0,1,1,0,3,0,0,0,0,0,4,0,<=50K
47,0,0,9,2,4,2,0,0,0,1876,4,0,<=50K
47,2,15,14,1,0,1,0,0,0,0,4,0,<=50K
29,0,2,13,1,0,1,0,0,0,0,4,0,<=50K
29,0,0,9,1,3,1,0,1,0,0,4,0,<=50K
33,0,2,13,0,2,2,0,0,0,0,55,0,<=50K
2,0,0,9,1,7,5,0,0,0,0,4,0,<=50K
28,0,6,6,0,1,4,4,1,0,0,48,14,<=50K
41,3,15,14,0,0,0,0,0,0,0,4,0,<=50K
43,0,2,13,0,4,0,0,0,0,0,5,0,<=50K
35,0,9,5,0,8,0,0,0,0,0,46,0,<=50K
18,0,11,8,1,5,2,0,1,0,0,25,0,<=50K
55,3,1,1,2,3,1,0,0,0,0,4,0,<=50K
44,0,0,9,2,6,2,1,1,0,0,4,0,<=50K
64,0,0,9,4,12,1,0,1,0,0,15,0,<=50K
34,1,3,11,0,1,0,0,0,0,0,75,0,<=50K
38,0,1,1,0,4,0,0,0,0,0,6,0,>50K
25,0,0,9,1,5,2,0,1,0,0,8,0,<=50K
21,0,1,1,1,7,2,1,0,0,0,4,0,<=50K
37,0,13,2,0,5,0,0,0,0,0,53,1,<=50K
39,0,1,1,2,4,3,0,1,0,0,4,0,<=50K
34,0,1,1,2,3,1,0,1,0,0,5,0,<=50K
23,0,2,13,1,2,1,0,1,0,0,45,0,<=50K
54,0,1,1,0,1,0,0,0,0,0,4,0,>50K
49,4,15,14,3,2,1,0,0,0,0,7,0,>50K
25,0,0,9,0,3,4,0,1,0,0,4,0,<=50K
51,0,5,12,0,4,0,0,0,0,0,5,0,<=50K
29,0,0,9,1,9,3,0,0,0,0,35,0,<=50K
27,3,2,13,0,11,4,1,1,0,0,48,0,<=50K
53,0,0,9,0,12,5,0,1,0,0,4,0,<=50K
68,0,2,13,0,0,0,0,0,0,0,55,0,>50K
56,0,0,9,0,4,0,0,0,0,0,4,0,>50K
24,0,0,9,2,4,3,3,1,0,0,48,0,<=50K
24,0,1,1,1,4,2,0,1,0,0,4,0,<=50K
41,2,15,14,0,2,0,0,0,0,0,55,0,<=50K
45,0,0,9,1,4,2,0,1,0,0,19,0,<=50K
35,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
21,0,0,9,1,8,1,0,0,0,0,4,0,<=50K
45,0,4,7,3,3,3,1,1,0,0,25,0,<=50K
18,0,4,7,1,4,1,0,1,0,0,3,0,<=50K
49,0,2,13,1,12,1,0,0,0,0,25,0,<=50K
49,0,3,11,3,0,2,0,1,0,0,36,0,<=50K
45,2,2,13,0,0,0,0,0,0,0,37,0,<=50K
27,0,0,9,1,8,5,2,0,0,0,4,0,<=50K
28,0,1,1,0,2,0,2,0,0,0,4,2,<=50K
35,0,2,13,0,0,0,0,0,0,0,45,0,>50K
33,0,1,1,1,6,1,0,0,0,0,4,0,<=50K
35,0,4,7,0,4,0,0,0,0,0,35,0,<=50K
19,0,0,9,1,1,5,0,0,0,0,4,0,<=50K
33,0,1,1,1,5,1,0,1,0,0,28,0,<=50K
28,0,0,9,2,4,1,3,0,1484,0,4,0,>50K
49,0,1,1,5,3,1,0,1,0,0,4,0,<=50K
39,4,1,1,0,0,0,0,0,0,0,25,0,<=50K
22,0,0,9,3,3,3,0,1,0,0,4,0,<=50K
42,0,6,6,0,1,0,0,0,0,0,4,0,<=50K
22,0,1,1,1,3,2,0,0,0,0,4,0,<=50K
18,0,0,9,1,1,2,0,0,0,0,4,0,<=50K
49,2,9,5,4,8,3,0,0,0,2231,4,0,>50K
33,4,10,16,0,0,0,0,0,0,0,4,8,>50K
28,0,0,9,0,1,0,0,0,0,0,45,0,<=50K
42,0,7,4,5,0,5,0,0,0,0,35,4,<=50K
2,0,1,1,1,5,2,0,0,2176,0,25,0,<=50K
5,2,1,1,0,11,0,0,0,0,0,48,0,<=50K
32,0,1,1,0,2,0,0,0,0,0,4,0,>50K
31,5,0,9,3,8,3,0,1,0,0,4,0,<=50K
29,0,3,11,1,5,1,1,0,0,0,4,0,<=50K
46,5,1,1,0,5,0,0,0,0,0,4,0,<=50K
32,4,10,16,1,0,1,0,0,0,0,77,0,<=50K
61,0,0,9,4,3,3,0,1,0,0,24,0,<=50K
43,1,4,7,0,1,0,0,0,0,0,55,0,<=50K
35,0,0,9,1,8,1,0,1,0,0,4,0,<=50K
39,3,2,13,0,0,0,0,0,0,0,4,0,<=50K
42,1,1,1,0,9,0,0,0,0,0,6,0,<=50K
23,0,2,13,1,0,1,0,1,0,0,4,0,<=50K
32,0,2,13,0,4,0,0,0,0,0,45,0,<=50K
52,0,0,9,0,7,0,0,0,0,0,85,0,>50K
36,0,5,12,0,10,0,0,0,0,0,4,0,>50K
5,0,0,9,4,4,1,0,1,0,2444,72,0,>50K
71,0,8,15,0,0,0,0,0,0,0,12,0,>50K
27,0,0,9,1,5,5,1,1,0,0,3,0,<=50K
56,0,0,9,0,1,0,0,0,0,0,6,0,<=50K
28,1,1,1,1,0,3,0,0,0,0,4,0,<=50K
45,0,0,9,0,1,0,0,0,0,0,4,0,<=50K
28,0,0,9,0,6,4,0,1,0,0,4,0,<=50K
28,2,1,1,0,11,0,0,0,0,0,4,0,<=50K
18,0,1,1,1,6,1,0,1,0,0,15,0,<=50K
62,0,7,4,2,8,1,0,0,0,0,4,0,<=50K
35,0,11,8,3,6,3,0,1,0,0,4,0,<=50K
39,0,6,6,0,6,0,0,0,0,0,6,0,<=50K
24,0,1,1,1,3,1,1,0,0,0,2,0,<=50K
58,0,9,5,2,9,1,1,0,0,0,4,0,<=50K
48,0,0,9,2,4,1,0,0,0,0,4,0,<=50K
57,0,2,13,0,2,0,0,0,0,0,5,0,>50K
31,0,2,13,0,4,0,0,0,0,0,6,0,<=50K
25,0,0,9,0,4,0,0,0,0,0,4,0,<=50K
34,0,2,13,0,0,4,0,1,1524,0,36,0,>50K
29,1,7,4,0,9,0,0,0,0,0,72,0,<=50K
38,0,5,12,2,2,3,1,1,0,0,4,0,<=50K
21,0,1,1,1,5,2,0,1,0,0,4,0,<=50K
34,1,0,9,0,9,0,0,0,0,0,7,0,<=50K
5,0,2,13,1,4,3,0,1,0,0,32,0,<=50K
5,0,0,9,2,0,3,1,1,0,0,4,0,<=50K
49,5,3,11,2,2,3,1,1,0,0,45,0,<=50K
3,0,2,13,1,0,1,0,0,0,0,7,0,<=50K
29,3,15,14,0,0,0,2,0,0,0,2,22,<=50K
22,3,1,1,1,3,1,4,0,0,0,2,0,<=50K
42,0,0,9,0,7,0,0,0,0,0,5,0,<=50K
31,0,1,1,2,5,3,0,1,0,0,48,0,<=50K
42,1,2,13,0,0,0,0,0,0,0,21,0,<=50K
2,0,1,1,1,5,2,0,0,0,0,2,0,<=50K
5,0,6,6,0,1,0,0,0,0,0,4,0,>50K
27,4,9,5,1,1,2,0,0,0,0,4,0,<=50K
26,0,4,7,1,5,1,0,0,0,0,4,0,<=50K
2,0,1,1,1,11,2,0,0,0,0,4,3,<=50K
51,0,1,1,0,1,0,0,0,0,0,4,0,>50K
52,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
33,0,0,9,2,3,1,0,0,0,0,38,0,<=50K
31,0,2,13,0,3,0,2,0,0,0,6,9,<=50K
24,0,1,1,0,5,4,0,1,0,0,4,0,<=50K
56,0,2,13,0,6,0,0,0,0,0,4,0,<=50K
29,0,4,7,0,1,0,0,0,3942,0,5,0,<=50K
18,0,0,9,1,4,5,0,1,155,0,3,0,<=50K
43,0,1,1,0,6,0,1,0,0,0,5,0,<=50K
43,3,10,16,5,0,3,0,0,25236,0,64,0,>50K
21,0,0,9,0,3,0,0,0,0,0,4,0,<=50K
51,0,0,9,0,3,4,0,1,0,0,4,0,<=50K
41,0,1,1,0,7,0,0,0,0,0,65,0,>50K
45,3,1,1,0,0,0,0,0,0,0,4,0,>50K
2,0,0,9,1,5,1,0,1,0,0,3,0,<=50K
28,0,2,13,0,2,4,0,1,0,0,6,0,>50K
5,2,15,14,0,0,4,0,1,1524,0,4,0,>50K
47,0,2,13,2,1,1,0,0,0,0,4,0,<=50K
8,1,7,4,4,9,1,0,0,0,0,35,0,<=50K
47,1,0,9,0,3,4,0,1,0,0,35,20,<=50K
45,0,0,9,0,4,0,0,0,0,0,5,0,<=50K
17,0,4,7,1,8,2,0,0,0,0,12,0,<=50K
37,0,0,9,0,1,0,0,0,0,0,5,0,<=50K
27,0,1,1,1,6,1,0,1,0,0,4,0,<=50K
17,0,11,8,1,5,2,0,0,0,0,16,0,<=50K
18,1,0,9,1,9,2,0,0,0,0,4,0,<=50K
57,0,0,9,0,8,0,0,0,0,0,4,0,<=50K
26,0,0,9,3,3,3,0,1,0,0,4,0,<=50K
26,0,15,14,1,2,2,0,1,0,0,4,0,<=50K
36,1,2,13,0,0,0,0,0,0,0,45,0,>50K
51,0,0,9,0,9,0,0,0,0,0,8,0,>50K
38,0,1,1,1,5,1,0,0,0,0,4,0,<=50K
51,0,0,9,1,1,1,0,0,0,0,4,0,>50K
24,0,4,7,1,8,1,0,0,0,0,4,0,<=50K
35,0,0,9,2,9,1,0,0,0,0,65,0,<=50K
51,4,2,13,0,2,0,0,0,1524,0,4,0,>50K
28,0,2,13,0,2,0,0,0,0,0,4,0,>50K
37,0,0,9,0,7,0,0,0,0,0,4,0,<=50K
43,0,0,9,0,2,0,0,0,0,0,4,0,<=50K
23,0,0,9,1,8,1,0,0,0,0,3,0,<=50K
42,0,2,13,0,4,4,0,1,0,0,4,4,<=50K
58,0,1,1,0,3,4,0,1,0,0,4,0,>50K
52,2,0,9,0,5,4,1,1,0,0,2,0,<=50K
29,0,0,9,2,4,1,3,1,0,0,5,0,<=50K
27,0,1,1,0,1,0,0,0,0,0,6,0,<=50K
28,0,1,1,1,3,2,1,1,0,0,4,10,<=50K
59,0,5,12,0,1,0,0,0,7298,0,2,0,>50K
28,0,0,9,1,8,2,0,0,0,0,4,0,<=50K
24,0,1,1,1,1,1,0,0,0,0,4,0,<=50K
2,0,6,6,5,8,1,0,0,0,0,4,0,<=50K
54,0,2,13,0,2,0,0,0,0,0,4,0,>50K
65,0,0,9,2,5,1,0,0,0,0,25,0,<=50K
38,0,1,1,0,1,0,0,0,0,0,4,0,>50K
29,0,0,9,0,6,0,0,0,0,0,4,0,<=50K
27,0,0,9,1,3,2,1,1,0,0,4,0,<=50K
36,0,15,14,0,5,0,0,0,0,0,4,0,<=50K
55,3,0,9,0,11,0,0,0,0,0,4,0,<=50K
22,0,12,3,1,6,1,0,0,0,0,3,1,<=50K
28,0,2,13,1,0,1,0,1,0,0,4,0,<=50K
2,0,1,1,1,4,2,0,1,0,0,3,0,<=50K
24,0,2,13,0,0,0,0,0,398,0,4,0,<=50K
36,0,15,14,0,2,0,0,0,1524,0,5,0,>50K
68,4,0,9,0,4,0,0,0,0,0,4,0,<=50K
49,1,0,9,2,4,1,0,0,0,0,5,0,>50K
18,0,7,4,1,6,2,0,0,0,0,4,0,<=50K
5,1,10,16,2,0,1,0,1,0,0,6,0,>50K
37,0,11,8,3,12,3,1,1,0,0,4,0,<=50K
6,0,15,14,0,2,0,0,0,0,0,5,0,>50K
43,0,1,1,0,1,0,0,0,0,0,4,0,<=50K
43,4,10,16,0,0,4,0,1,0,0,7,0,>50K
17,0,4,7,1,12,2,0,1,0,0,9,0,<=50K
43,0,1,1,1,2,1,0,1,0,0,5,0,<=50K
21,1,1,1,1,3,2,0,1,0,0,15,0,<=50K
48,1,1,1,0,9,0,0,0,7298,0,6,0,>50K
56,0,2,13,1,2,1,0,0,1484,0,45,0,>50K
21,0,5,12,1,5,2,0,1,0,0,3,0,<=50K
28,2,5,12,0,11,0,2,0,0,0,4,34,>50K
39,1,0,9,0,1,0,0,0,0,0,4,0,>50K
4,0,7,4,0,4,0,0,0,464,0,4,0,<=50K
38,2,5,12,1,0,1,0,0,0,0,4,0,<=50K
59,0,1,1,0,0,0,0,0,0,0,36,0,>50K
51,5,0,9,0,10,0,0,0,0,0,4,0,<=50K
19,0,0,9,1,8,2,0,0,0,0,16,0,<=50K
23,0,0,9,1,6,1,0,1,0,0,4,0,<=50K
31,0,2,13,2,0,1,0,1,0,0,4,0,<=50K
42,0,5,12,0,0,0,1,0,0,0,4,0,<=50K
43,0,0,9,0,1,0,0,0,0,0,4,0,>50K
45,0,1,1,0,1,0,0,0,0,0,55,0,>50K
34,0,1,1,0,6,0,0,0,0,0,35,0,<=50K
